,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,labels,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,github_release_downloads,monthly_downloads,conda_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,brew_id,maven_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,updated_github_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,apt_id,licenses
462,Photon,s0md3v/Photon,web-scraping,,https://github.com/s0md3v/Photon,https://github.com/s0md3v/Photon,GPL-3.0,2018-03-30 19:38:22.000,2022-12-26 16:11:37.000,2022-12-20 10:27:06,326.0,1380,324.0,85.0,46.0,66.0,9806,Incredibly fast crawler designed for OSINT.,5.0,,21.0,23,True,,,2019-04-05 15:15:47.000,1.3.0,18.0,,340.0,,photon,https://pypi.org/project/photon,2019-01-25 01:13:36.000,5.0,340.0,,,,3.0,,,,,,,,,,,,,,,,,,
463,ngxtop,lebinh/ngxtop,monitoring,,https://github.com/lebinh/ngxtop,https://github.com/lebinh/ngxtop,MIT,2014-03-21 15:39:52.000,2022-10-06 19:58:56.000,2020-12-21 00:59:19,40.0,462,214.0,34.0,62.0,28.0,6398,Real-time metrics for nginx server.,43.0,34.0,9.0,23,False,,,2020-12-21 00:51:09.000,0.0.3,3.0,,1850.0,,ngxtop,https://pypi.org/project/ngxtop,2020-12-21 00:51:09.000,9.0,1850.0,,,,3.0,,,,,,,,,,,,,,,,,,
464,healthchecks,healthchecks/healthchecks,others,,https://github.com/healthchecks/healthchecks,https://github.com/healthchecks/healthchecks,BSD-3-Clause,2015-06-25 18:38:33.000,2023-07-17 08:36:04.000,2023-07-17 08:35:49,2541.0,699,100.0,180.0,66.0,545.0,6381,"Open-source cron job and background task monitoring service, written in Python & Django.",,,82.0,23,True,,143.0,2023-07-02 07:08:05.000,2.10,50.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
465,ProxyBroker,constverum/Proxybroker,others,,https://github.com/constverum/ProxyBroker,https://github.com/constverum/ProxyBroker,Apache-2.0,2015-10-11 15:13:37.000,2023-05-29 06:36:45.000,2019-03-13 10:21:05,152.0,830,141.0,29.0,96.0,80.0,3427,Proxy [Finder | Checker | Server]. HTTP(S) & SOCKS.,12.0,,9.0,23,False,,,2019-03-12 19:47:46.000,0.3.2,12.0,,3948.0,,proxybroker,https://pypi.org/project/proxybroker,2019-03-12 19:47:46.000,12.0,3948.0,,,,3.0,,,,,,,,,,,,,,,,,,
466,urlwatch,thp/urlwatch,others,,https://github.com/thp/urlwatch,https://github.com/thp/urlwatch,BSD-3-Clause,2014-01-29 18:42:20.000,2023-05-03 08:06:01.000,2023-05-03 08:05:47,907.0,348,67.0,286.0,71.0,402.0,2573,"Watch (parts of) webpages and get notified when something changes via e-mail, on your phone or via other means. Highly..",2.0,,88.0,23,True,,13.0,,,37.0,,3576.0,,urlwatch,https://pypi.org/project/urlwatch,2022-03-15 13:45:11.000,2.0,3576.0,,,,3.0,,,,,,,,,,,,,,,,,,
467,sandman2,jeffknupp/sandman2,others,,https://github.com/jeffknupp/sandman2,https://github.com/jeffknupp/sandman2,Apache-2.0,2014-10-24 17:21:50.000,2023-07-17 17:19:13.000,2020-12-21 15:15:51,250.0,208,63.0,245.0,32.0,52.0,1953,Automatically generate a RESTful API service for your legacy database. No code required!.,30.0,24.0,23.0,23,False,,,2021-12-15 15:31:18.692,0.0.2,29.0,,201.0,,sandman2,https://pypi.org/project/sandman2,2020-09-08 18:00:11.000,6.0,201.0,,,,3.0,,,,,,,,,,,,,,,,,,
468,hyde,hyde/hyde,others,,https://github.com/hyde/hyde,https://github.com/hyde/hyde,MIT,2011-01-07 09:52:20.000,2021-10-05 10:31:44.000,2016-03-10 01:59:31,600.0,247,45.0,151.0,64.0,140.0,1612,A Python Static Website Generator.,157.0,91.0,43.0,23,False,,,2015-11-09 13:50:15.000,0.8.9,16.0,,151.0,,hyde,https://pypi.org/project/hyde,2015-11-09 13:50:15.000,66.0,151.0,,,,3.0,,,,,,,,,,,,,,,,,,
469,flask-talisman,GoogleCloudPlatform/flask-talisman,flask-utils,,https://github.com/GoogleCloudPlatform/flask-talisman,https://github.com/GoogleCloudPlatform/flask-talisman,Apache-2.0,2015-11-12 23:40:25.000,2023-07-06 19:27:49.000,2020-07-13 17:40:33,60.0,85,20.0,43.0,21.0,22.0,884,HTTP security headers for Flask.,113.0,,19.0,23,False,['flask'],,2022-03-17 14:23:42.000,1.0.0,14.0,,625780.0,,flask-talisman,https://pypi.org/project/flask-talisman,2022-03-17 14:23:42.000,113.0,625780.0,,,,3.0,,,,,,,,,,,,,,,,,,
470,tartiflette,tartiflette/tartiflette,graphql,,https://github.com/tartiflette/tartiflette,https://github.com/tartiflette/tartiflette,MIT,2018-01-26 09:56:10.000,2023-07-17 07:41:45.000,2022-01-20 14:55:31,1149.0,40,22.0,487.0,10.0,131.0,848,GraphQL Engine built with Python 3.6+ / asyncio.,19.0,,27.0,23,False,,,2021-11-15 11:05:03.000,1.4.1,80.0,,2265.0,,tartiflette,https://pypi.org/project/tartiflette,2021-11-15 11:05:00.000,19.0,2265.0,,,,3.0,,,,,,,,,,,,,,,,,,
471,fastapi-code-generator,koxudaxi/fastapi-code-generator,fastapi-utils,,https://github.com/koxudaxi/fastapi-code-generator,https://github.com/koxudaxi/fastapi-code-generator,MIT,2020-06-14 10:49:14.000,2023-07-20 11:55:56.000,2023-04-27 16:03:55,405.0,80,18.0,296.0,46.0,27.0,749,This code generator creates FastAPI app from an openapi file.,150.0,149.0,21.0,23,True,"['fastapi', 'openapi']",9.0,2023-04-27 16:12:02.120,0.4.2,39.0,,5453.0,,fastapi-code-generator,https://pypi.org/project/fastapi-code-generator,2023-04-27 16:12:02.120,1.0,5453.0,,,,2.0,,,,,,,,,,,,,,,,,,
472,httmock,patrys/httmock,testing,,https://github.com/patrys/httmock,https://github.com/patrys/httmock,Apache-2.0,2013-03-19 23:35:33.000,2022-01-10 13:37:58.000,2020-10-28 12:00:08,102.0,52,12.0,40.0,15.0,15.0,457,A mocking library for requests.,2904.0,2296.0,29.0,23,False,,,2020-10-28 12:01:29.000,1.4.0,19.0,,331969.0,,httmock,https://pypi.org/project/httmock,2020-10-28 12:01:29.000,608.0,331969.0,,,,3.0,,,,,,,,,,,,,,,,,,
473,django-stronghold,mgrouchy/django-stronghold,auth,,https://github.com/mgrouchy/django-stronghold,https://github.com/mgrouchy/django-stronghold,MIT,2013-01-29 02:30:21.000,2022-09-01 10:40:38.000,2020-03-11 11:00:24,167.0,51,20.0,56.0,10.0,27.0,390,Get inside your stronghold and make all your Django views default login_required.,522.0,409.0,22.0,23,False,['django'],,2020-01-17 16:34:53.000,0.4.0,22.0,,13756.0,,django-stronghold,https://pypi.org/project/django-stronghold,2020-01-17 16:34:53.000,113.0,13756.0,,,,3.0,,,,,,,,,,,,,,,,,,
474,safrs,thomaxxl/safrs,flask-utils,,https://github.com/thomaxxl/safrs,https://github.com/thomaxxl/safrs,GPL-3.0,2017-09-20 07:56:55.000,2023-07-03 04:52:48.000,2023-07-03 04:51:31,1323.0,68,14.0,68.0,2.0,76.0,385,SqlAlchemy Flask-Restful Swagger Json:API OpenAPI.,100.0,99.0,16.0,23,True,"['flask', 'openapi']",25.0,2023-07-15 19:40:00.620,3.1.1,79.0,,1156.0,,safrs,https://pypi.org/project/safrs,2022-11-01 08:35:00.696,1.0,1156.0,,,,3.0,,,,,,,,,,,,,,,,,,
475,pysimplesoap,pysimplesoap/pysimplesoap,http-clients,,https://github.com/pysimplesoap/pysimplesoap,https://github.com/pysimplesoap/pysimplesoap,,2013-06-02 11:09:05.000,2023-01-10 18:48:46.000,2020-07-20 15:14:25,547.0,226,30.0,119.0,94.0,26.0,370,Python Simple SOAP Library.,1158.0,1158.0,51.0,23,False,,,2014-05-06 06:04:07.000,1.10,4.0,,9552.0,,pysimplesoap,https://pypi.org/project/pysimplesoap,,,9552.0,,,,3.0,-2.0,,,,,,,,,,,,,,,,,
476,Flask-Moment,miguelgrinberg/Flask-Moment,flask-utils,,https://github.com/miguelgrinberg/Flask-Moment,https://github.com/miguelgrinberg/Flask-Moment,MIT,2013-10-24 04:17:57.000,2023-06-20 11:53:41.000,2023-06-20 11:53:39,96.0,51,14.0,44.0,1.0,46.0,363,Formatting of dates and times in Flask templates using moment.js.,2267.0,,22.0,23,True,['flask'],1.0,2022-10-05 14:13:24.427,1.0.5,23.0,,38881.0,conda-forge/flask-moment,flask-moment,https://pypi.org/project/flask-moment,2022-10-05 14:13:24.427,2267.0,38325.0,https://anaconda.org/conda-forge/flask-moment,2023-06-16 13:18:41.479,45619.0,3.0,,,,,,,,,,,,,,,,,,
477,starlette context,tomwojcik/starlette-context,monitoring,,https://github.com/tomwojcik/starlette-context,https://github.com/tomwojcik/starlette-context,MIT,2019-11-01 16:32:04.000,2023-07-19 21:45:51.000,2023-07-19 07:15:46,142.0,20,5.0,75.0,6.0,32.0,353,Middleware for Starlette that allows you to store and access the context data of a request. Can be used with logging..,657.0,640.0,6.0,23,True,['fastapi'],7.0,2023-02-16 22:18:00.698,0.3.6,18.0,,205177.0,,starlette-context,https://pypi.org/project/starlette-context,2022-11-26 15:35:00.518,17.0,205177.0,,,,3.0,,,,,,,,,,,,,,,,,,
478,purl,codeinthehole/purl,url-utils,,https://github.com/codeinthehole/purl,https://github.com/codeinthehole/purl,MIT,2012-03-27 21:18:43.000,2022-12-27 15:35:40.000,2021-05-15 21:00:41,192.0,38,11.0,39.0,16.0,15.0,291,"A simple, immutable URL class with a clean API for interrogation and manipulation.",4199.0,3826.0,18.0,23,False,,,2017-05-12 14:54:05.000,1.3.1,25.0,,54956.0,,purl,https://pypi.org/project/purl,2021-05-15 21:05:39.000,373.0,54956.0,,,,3.0,,,,,,,,,,,,,,,,,,
479,flask_pydantic,bauerji/flask_pydantic,flask-utils,,https://github.com/bauerji/flask-pydantic,https://github.com/bauerji/flask-pydantic,MIT,2020-01-06 17:45:59.000,2023-06-04 13:56:44.000,2023-01-02 16:09:46,148.0,43,4.0,35.0,17.0,22.0,288,flask extension for integration with the awesome pydantic package.,435.0,430.0,12.0,23,True,['flask'],,2022-09-25 09:03:15.818,0.11.0,23.0,,124615.0,,flask_pydantic,https://pypi.org/project/flask_pydantic,2022-09-25 09:03:15.818,5.0,124615.0,,,,3.0,,,,,,,,,,,,,,,,,,
480,velruse,bbangert/velruse,auth,,https://github.com/bbangert/velruse,https://github.com/bbangert/velruse,MIT,2010-04-30 19:23:27.000,2021-11-19 13:58:47.000,2013-10-06 19:17:50,559.0,91,12.0,108.0,37.0,34.0,254,Simplifying third-party authentication for web applications.,443.0,407.0,43.0,23,False,,,2013-08-30 04:51:31.000,1.1.1,10.0,,9245.0,,velruse,https://pypi.org/project/velruse,2013-08-30 04:51:31.000,36.0,9245.0,,,,3.0,,,,,,,,,,,,,,,,,,
481,Flask-Excel,pyexcel-webwares/Flask-Excel,flask-utils,,https://github.com/pyexcel-webwares/Flask-Excel,https://github.com/pyexcel-webwares/Flask-Excel,BSD-3-Clause,2015-01-21 19:55:07.000,2020-11-10 23:13:19.000,2020-11-10 23:13:13,233.0,84,12.0,9.0,11.0,40.0,251,"A flask extension using pyexcel to read, manipulate and write data in different excel formats: csv, ods, xls, xlsx and..",1013.0,941.0,8.0,23,False,,,2017-07-20 02:40:14.000,0.0.7,8.0,10.0,17542.0,,flask-excel,https://pypi.org/project/flask-excel,2017-07-20 02:40:14.000,72.0,17542.0,,,,3.0,,,,,,,,,,,,,,,,,,
482,flask-seasurf,maxcountryman/flask-seasurf,flask-utils,,https://github.com/maxcountryman/flask-seasurf,https://github.com/maxcountryman/flask-seasurf,,2011-12-06 18:51:00.000,2023-06-16 13:18:14.121,2022-09-03 07:50:43,202.0,46,7.0,85.0,8.0,43.0,188,SeaSurf is a Flask extension for preventing cross-site request forgery (CSRF).,2439.0,2439.0,33.0,23,False,['flask'],,,,7.0,,74306.0,conda-forge/flask-seasurf,flask-seasurf,https://pypi.org/project/flask-seasurf,,,73217.0,https://anaconda.org/conda-forge/flask-seasurf,2023-06-16 13:18:14.121,89301.0,3.0,-3.0,,,,,,,,,,,,,,,,,
483,reppy,seomoz/reppy,others,,https://github.com/seomoz/reppy,https://github.com/seomoz/reppy,MIT,2011-10-29 00:06:46.000,2021-10-05 19:19:16.000,2020-03-12 22:31:33,265.0,35,114.0,80.0,22.0,35.0,177,Modern robots.txt Parser for Python.,210.0,165.0,23.0,23,False,,,2019-09-16 19:32:19.000,0.4.14,24.0,,3116.0,,reppy,https://pypi.org/project/reppy,2019-09-16 19:32:19.000,45.0,3116.0,,,,3.0,,,,,,,,,,,,,,,,,,
